code,field1,field2,field3,field4,field5,field6,field7
601,21.9,44.7,3.075,633,-72,9,2
602,21.9,45.3,3.075,634,-77,10,2
603,22.1,44.9,3.075,635,-71,9,3
604,22.3,44.6,3.075,636,-70,9,2
605,22.4,44.4,3.075,637,-82,9,2
606,22.5,44.3,3.071,638,-64,10,3
607,22.6,44.3,3.075,639,-81,9,3
608,22.6,44.2,3.075,640,-83,9,3
609,22.7,44.1,3.075,641,-84,9,2
610,22.7,44.2,3.075,642,-80,9,2
611,22.8,44.1,3.075,643,-78,9,3
612,22.8,44.1,3.071,644,-65,9,2
613,22.9,44.1,3.075,645,-65,10,3
614,22.9,44.1,3.075,646,-80,9,2
615,22.9,44.1,3.075,647,-80,9,1
616,23.0,44.0,3.075,648,-71,9,2
617,23.0,44.0,3.071,649,-75,10,2
618,23.0,44.0,3.075,650,-65,9,3
619,23.0,44.0,3.075,651,-65,9,2
620,23.0,44.1,3.071,652,-82,9,1
621,23.0,44.1,3.075,653,-75,9,2
622,23.1,44.2,3.075,654,-74,10,2
623,23.1,44.2,3.075,655,-65,9,3
624,23.1,44.2,3.075,656,-65,10,2
625,23.2,44.2,3.075,657,-78,9,1
626,23.1,44.2,3.075,658,-79,9,2
627,23.1,44.3,3.071,659,-79,9,1
628,23.2,44.3,3.075,660,-80,9,2
629,23.2,44.3,3.075,661,-65,9,1
630,23.2,44.3,3.075,662,-79,9,1
631,23.2,44.3,3.075,663,-65,10,2
632,23.2,44.3,3.075,664,-77,10,1
633,23.2,44.3,3.071,665,-76,10,2
634,23.2,44.4,3.075,666,-77,9,3
635,23.2,44.3,3.075,667,-65,9,2
636,23.2,44.3,3.075,668,-71,10,3
637,23.3,44.3,3.071,669,-65,9,2
638,23.3,44.3,3.075,670,-76,9,2
639,23.3,44.3,3.075,671,-64,9,2
640,23.3,44.3,3.075,672,-76,10,2
641,23.3,44.3,3.075,673,-70,9,3
642,23.3,44.3,3.075,674,-76,9,2
643,23.3,44.3,3.075,675,-65,9,2
644,23.3,44.4,3.075,676,-70,9,2
645,23.3,44.3,3.071,677,-82,10,2
646,23.3,44.3,3.075,678,-77,10,3
647,23.3,44.3,3.075,679,-78,8,2
648,23.4,44.3,3.075,680,-77,9,2
649,23.4,44.3,3.075,681,-84,8,2
650,23.4,44.3,3.075,682,-76,9,2
651,23.4,44.3,3.075,683,-70,9,3
652,23.4,44.3,3.075,684,-77,9,2
653,23.4,44.3,3.075,685,-65,9,2
654,23.4,44.3,3.071,686,-78,9,2
655,23.4,44.4,3.075,687,-79,9,2
656,23.4,44.4,3.075,688,-70,9,3
657,23.4,44.5,3.075,689,-65,9,2
658,23.4,44.5,3.071,690,-76,9,2
659,23.4,44.5,3.075,691,-65,9,2
660,23.4,44.5,3.075,692,-79,9,2
661,23.4,44.6,3.071,693,-69,10,3
662,23.3,44.2,3.075,694,-74,9,2
663,23.1,44.4,3.075,695,-75,8,1
664,22.9,45.6,3.075,696,-62,9,2
665,22.8,44.4,3.075,697,-75,9,2
666,22.6,45.4,3.075,698,-62,9,2
667,22.4,45.7,3.071,699,-61,9,1
668,22.3,44.9,3.075,700,-62,10,1
669,22.2,46.5,3.075,701,-72,9,3
670,22.1,44.9,3.071,702,-72,9,1
671,22.1,47.1,3.075,703,-82,8,3
672,22.0,45.9,3.075,704,-62,9,2
673,21.9,45.5,3.075,705,-79,8,2
674,21.8,46.5,3.075,706,-62,9,3
675,21.7,45.0,3.075,707,-74,9,2
676,21.7,47.3,3.075,708,-73,9,3
677,21.6,45.6,3.075,709,-62,9,2
678,21.6,46.2,3.075,710,-62,9,2
679,21.5,46.3,3.075,711,-63,9,3
680,21.5,45.5,3.075,712,-82,9,2
681,21.5,47.1,3.075,713,-78,9,3
682,21.4,45.4,3.071,714,-70,9,2
683,21.4,47.1,3.075,715,-79,9,2
684,21.3,45.9,3.075,716,-63,9,3
685,21.3,46.1,3.075,717,-71,10,2
686,21.2,46.7,3.075,718,-64,10,3
687,21.4,46.9,3.075,719,-74,8,2
688,21.6,46.3,3.075,720,-76,9,2
689,21.7,46.1,3.075,721,-63,9,3
690,21.9,45.9,3.075,722,-74,10,2
691,22.0,45.9,3.075,723,-62,10,3
692,22.0,45.8,3.075,724,-82,9,2
693,22.1,45.7,3.075,725,-78,9,2
694,22.2,45.7,3.075,726,-69,9,3
695,22.3,45.5,3.075,727,-72,9,2
696,22.3,45.5,3.075,728,-61,9,1
697,22.4,45.5,3.075,729,-79,9,2
698,22.4,45.5,3.075,730,-75,9,2
699,22.4,45.5,3.075,731,-74,9,2
700,22.5,45.4,3.071,732,-78,9,2
701,22.5,45.4,3.075,733,-61,9,2
702,22.5,45.3,3.075,734,-72,10,2
703,22.6,45.3,3.071,735,-75,9,2
704,22.6,45.3,3.071,736,-79,9,2
705,22.6,45.3,3.071,737,-61,9,1
706,22.6,45.3,3.075,738,-60,9,2
707,22.6,45.3,3.075,739,-61,9,2
708,22.7,45.3,3.075,740,-77,9,2
709,22.7,45.2,3.075,741,-75,9,2
710,22.7,45.3,3.075,742,-61,9,2
711,22.7,45.3,3.075,743,-73,9,2
712,22.7,45.2,3.075,744,-60,10,3
713,22.7,45.2,3.071,745,-62,9,3
714,22.8,45.3,3.075,746,-83,8,3
715,22.8,45.3,3.075,747,-61,9,2
716,22.8,45.3,3.071,748,-62,9,2
717,22.8,45.3,3.075,749,-81,9,3
718,22.9,45.2,3.075,750,-80,9,2
719,22.9,45.2,3.075,751,-77,9,3
720,22.9,45.1,3.075,752,-75,9,2
721,22.9,45.1,3.075,753,-80,9,2
722,22.9,45.0,3.071,754,-62,9,3
723,22.9,45.1,3.075,755,-80,8,2
724,22.9,45.1,3.075,756,-61,9,3
725,22.9,45.1,3.075,757,-76,9,2
726,22.9,45.1,3.071,758,-79,8,2
727,22.9,45.1,3.075,759,-72,9,3
728,22.9,45.1,3.071,760,-76,9,2
729,22.9,45.0,3.075,761,-71,9,3
730,22.9,45.0,3.075,762,-82,8,2
731,22.9,45.1,3.075,763,-80,9,2
732,22.9,45.1,3.075,764,-71,9,3
733,23.0,45.0,3.075,765,-77,9,2
734,22.9,45.1,3.075,766,-63,9,2
735,23.0,45.1,3.071,767,-63,9,1
736,23.0,45.2,3.075,768,-78,9,2
737,23.0,45.2,3.075,769,-63,9,1
738,23.0,45.2,3.075,770,-81,9,2
739,23.0,45.2,3.075,771,-70,10,3
740,23.0,45.2,3.071,772,-84,8,2
741,23.0,45.2,3.075,773,-79,9,1
742,23.0,45.3,3.075,774,-80,9,2
743,23.0,45.3,3.071,775,-75,9,2
744,23.0,45.3,3.071,776,-64,9,3
745,23.0,45.3,3.071,777,-79,9,1
746,23.0,45.3,3.075,778,-75,9,1
747,23.0,45.3,3.071,779,-78,9,2
748,23.0,45.3,3.071,780,-80,9,2
749,23.0,45.3,3.075,781,-82,10,1
750,23.0,45.2,3.071,782,-64,9,2
751,23.1,45.2,3.075,783,-78,8,1
752,23.0,45.2,3.075,784,-82,9,2
753,23.0,45.2,3.075,785,-77,9,2
754,23.1,45.2,3.075,786,-80,9,2
755,23.0,45.2,3.075,787,-71,9,3
756,23.1,45.2,3.071,788,-79,9,2
757,23.1,45.2,3.071,789,-70,10,3
758,23.1,45.2,3.075,790,-75,9,2
759,23.0,45.2,3.071,791,-81,9,2
760,23.1,45.2,3.075,792,-63,10,2
761,23.1,45.3,3.075,793,-62,9,2
762,23.1,45.3,3.075,794,-61,10,3
763,23.1,45.3,3.075,795,-61,10,2
764,23.1,45.3,3.071,796,-76,8,2
765,23.1,45.2,3.075,797,-71,9,2
766,23.1,45.2,3.075,798,-75,9,2
767,23.1,45.3,3.071,799,-61,9,3
768,23.1,45.3,3.075,800,-74,9,2
769,23.1,45.2,3.075,801,-74,9,2
770,23.1,45.2,3.075,802,-61,9,2
771,23.1,45.2,3.075,803,-74,9,2
772,23.1,45.2,3.071,804,-76,9,3
773,23.1,45.3,3.075,805,-75,9,1
774,23.1,45.3,3.075,806,-61,9,3
775,23.1,45.3,3.075,807,-79,8,2
776,23.1,45.2,3.075,808,-80,9,2
777,23.1,45.2,3.075,809,-70,9,2
778,23.1,45.2,3.075,810,-79,9,2
779,23.1,45.2,3.071,811,-82,9,2
780,23.1,45.2,3.075,812,-82,9,2
781,23.1,45.1,3.075,813,-75,9,2
782,23.1,45.1,3.071,814,-76,10,2
783,23.1,45.1,3.075,815,-61,10,1
784,23.1,45.0,3.075,816,-82,8,1
785,23.1,45.0,3.071,817,-62,9,1
786,23.1,45.0,3.075,818,-60,9,2
787,23.1,44.9,3.071,819,-61,10,2
788,23.1,44.9,3.075,820,-61,9,2
789,23.1,44.9,3.071,821,-61,10,2
790,23.1,44.9,3.075,822,-67,10,3
791,23.1,45.0,3.075,823,-69,9,3
792,23.1,45.0,3.075,824,-69,11,3
793,23.1,45.1,3.075,825,-61,9,2
794,23.1,45.0,3.075,826,-61,9,2
795,23.1,45.0,3.075,827,-62,9,3
796,23.1,45.0,3.075,828,-68,9,2
797,23.1,45.0,3.075,829,-82,9,3
798,23.1,44.9,3.075,830,-62,9,2
799,23.1,44.9,3.075,831,-74,9,2
800,23.1,44.9,3.075,832,-67,9,2
801,23.1,44.9,3.075,833,-62,9,2
802,23.1,44.9,3.075,834,-77,9,3
803,23.1,44.9,3.075,835,-62,9,2
804,23.1,44.9,3.075,836,-81,8,2
805,23.1,44.9,3.071,837,-69,9,3
806,23.1,44.9,3.075,838,-60,10,2
807,23.0,43.7,3.075,839,-61,9,3
808,22.7,44.7,3.075,840,-60,9,3
809,22.6,44.3,3.075,841,-77,9,2
810,22.5,45.1,3.075,842,-61,9,3
811,22.3,44.8,3.075,843,-73,9,2
812,22.1,44.6,3.075,844,-70,9,2
813,22.0,46.1,3.075,845,-69,10,2
814,21.8,44.7,3.075,846,-60,10,2
815,21.8,46.9,3.071,847,-61,9,3
816,21.6,45.8,3.075,848,-61,9,2
817,21.6,46.0,3.075,849,-78,9,2
818,21.5,46.6,3.075,850,-80,9,2
819,21.5,45.3,3.075,851,-79,9,1
820,21.5,47.3,3.075,852,-69,9,3
821,21.3,45.8,3.075,853,-81,9,2
822,21.4,47.0,3.075,854,-62,9,2
823,21.2,46.5,3.075,855,-74,10,2
824,21.2,45.9,3.075,856,-83,9,1
825,21.2,47.3,3.075,857,-67,10,3
826,21.1,45.7,3.075,858,-78,9,2
827,21.2,47.5,3.075,859,-62,10,2
828,21.0,46.1,3.075,860,-84,8,2
829,21.1,46.1,3.075,862,-70,9,2
830,21.2,46.1,3.075,863,-61,9,2
831,21.4,46.0,3.075,864,-60,9,2
832,21.6,45.8,3.075,865,-81,9,2
833,21.6,45.7,3.075,866,-76,9,1
834,21.7,45.5,3.075,867,-80,9,2
835,21.8,45.4,3.075,868,-75,9,1
836,21.9,45.4,3.075,869,-75,11,1
837,21.9,45.2,3.075,870,-79,9,2
838,22.0,45.1,3.075,872,-69,9,2
839,22.1,44.9,3.075,873,-75,9,2
840,22.1,45.0,3.075,874,-81,9,2
841,22.2,45.0,3.075,875,-69,9,3
842,22.2,45.0,3.075,876,-63,9,2
843,22.2,45.0,3.075,877,-69,10,2
844,22.3,44.9,3.075,878,-77,9,2
845,22.3,44.9,3.075,879,-75,9,2
846,22.4,44.9,3.075,880,-81,9,3
847,22.4,44.9,3.071,881,-79,9,2
848,22.4,44.8,3.075,882,-77,9,1
849,22.4,44.8,3.075,883,-61,9,1
850,22.4,44.8,3.071,884,-62,9,2
851,22.4,44.8,3.071,885,-76,9,2
852,22.4,44.8,3.075,886,-61,10,2
853,22.5,44.7,3.075,887,-70,10,3
854,22.5,44.7,3.075,888,-60,10,2
855,22.5,44.7,3.071,889,-82,8,2
856,22.5,44.8,3.075,890,-71,9,2
857,22.6,44.9,3.075,891,-79,8,2
858,22.6,44.8,3.075,892,-69,9,3
859,22.6,44.8,3.071,893,-78,9,1
860,22.6,44.8,3.075,894,-60,10,1
861,22.6,44.7,3.075,895,-80,11,2
862,22.6,44.7,3.075,896,-60,9,2
863,22.7,44.7,3.075,897,-76,9,1
864,22.7,44.7,3.075,898,-69,10,3
865,22.7,44.7,3.075,899,-61,9,3
866,22.7,44.7,3.075,900,-62,10,3
867,22.7,44.8,3.075,901,-70,9,3
868,22.7,44.8,3.075,902,-82,9,2
869,22.7,44.8,3.075,903,-62,9,3
870,22.7,44.8,3.075,904,-82,8,3
871,22.7,44.7,3.075,905,-70,9,2
872,22.7,44.7,3.071,906,-63,9,3
873,22.7,44.7,3.075,907,-81,9,2
874,22.8,44.7,3.071,908,-63,9,3
875,22.6,44.4,3.075,909,-75,9,2
876,22.3,42.6,3.075,910,-71,9,3
877,22.2,43.8,3.075,911,-64,10,3
878,21.8,41.2,3.075,912,-77,8,2
879,21.6,42.8,3.075,913,-64,9,2
880,21.1,38.6,3.075,914,-79,9,2
881,21.4,41.8,3.075,915,-71,9,3
882,21.6,41.1,3.071,916,-65,9,2
883,21.7,40.0,3.075,917,-66,9,2
884,21.8,40.0,3.075,918,-65,10,2
885,21.9,40.4,3.075,919,-65,9,2
886,22.0,40.9,3.075,920,-64,9,3
887,22.1,41.4,3.075,921,-64,9,2
888,22.1,41.3,3.075,922,-74,9,1
889,22.1,41.3,3.075,923,-64,9,3
890,22.1,40.3,3.075,924,-63,10,2
891,21.9,38.2,3.075,925,-70,9,2
892,21.8,37.2,3.075,926,-64,10,1
893,21.9,37.6,3.075,928,-64,9,3
894,21.9,38.4,3.071,929,-75,9,2
895,22.1,39.2,3.075,930,-64,10,3
896,22.1,39.3,3.075,931,-73,8,2
897,22.1,39.4,3.075,932,-63,10,2
898,22.1,38.9,3.075,933,-71,9,2
899,22.1,38.6,3.071,934,-76,9,1
900,22.1,38.8,3.075,935,-71,9,3
901,22.1,38.5,3.075,936,-63,9,2
902,22.2,38.6,3.075,937,-71,9,1
903,22.1,37.6,3.075,938,-69,10,2
904,22.2,38.2,3.075,939,-73,9,1
905,22.1,37.6,3.075,940,-69,9,3
906,22.1,36.5,3.071,941,-77,9,2
907,22.1,36.6,3.075,942,-79,9,1
908,21.9,36.1,3.075,943,-70,9,3
909,22.0,36.8,3.071,944,-78,9,1
910,22.0,36.4,3.071,945,-62,10,3
911,22.1,36.8,3.075,946,-62,9,2
912,22.1,35.9,3.075,947,-78,8,1
913,22.1,36.6,3.075,948,-75,9,2
914,22.1,36.7,3.075,949,-74,8,1
915,22.1,36.7,3.075,950,-77,8,3
916,22.2,36.2,3.075,951,-77,9,1
917,22.2,36.6,3.075,953,-80,9,2
918,22.2,37.3,3.075,954,-82,8,1
919,22.2,36.8,3.075,955,-75,9,1
920,22.2,36.5,3.075,956,-81,8,1
921,22.2,35.3,3.075,957,-81,8,1
922,22.2,35.4,3.071,958,-68,10,3
923,22.1,34.7,3.075,959,-70,9,2
924,22.1,34.6,3.075,960,-63,9,3
925,21.9,33.7,3.075,961,-72,9,2
926,21.7,32.7,3.075,962,-80,8,2
927,21.4,31.8,3.075,963,-75,9,2
928,21.5,32.2,3.075,964,-64,9,2
929,21.7,33.7,3.075,965,-63,9,3
930,21.9,34.0,3.071,966,-75,9,2
931,21.9,33.2,3.075,967,-62,9,2
932,22.0,33.1,3.075,968,-74,10,2
933,22.1,33.9,3.075,969,-74,9,2
934,22.1,34.0,3.075,970,-74,9,2
935,22.2,35.1,3.075,971,-74,9,1
936,22.3,35.8,3.075,972,-63,10,3
937,22.2,34.2,3.075,973,-63,10,2
938,22.3,35.8,3.075,974,-75,10,2
939,22.4,35.0,3.075,975,-79,9,3
940,22.3,35.6,3.071,976,-63,10,3
941,22.3,33.4,3.075,977,-64,9,3
942,22.2,32.4,3.075,978,-70,9,3
943,22.2,32.7,3.075,979,-63,9,3
944,22.2,33.3,3.075,980,-63,9,3
945,22.2,33.2,3.075,981,-71,9,2
946,22.2,33.1,3.075,982,-70,9,2
947,22.2,33.4,3.075,983,-71,9,3
948,22.2,32.9,3.075,984,-63,9,3
949,22.2,33.4,3.071,985,-70,9,3
950,22.2,34.2,3.075,986,-69,9,3
951,22.2,32.4,3.075,987,-62,9,3
952,22.2,33.0,3.075,988,-69,9,3
953,22.2,33.7,3.075,989,-62,10,2
954,22.3,33.6,3.075,990,-71,9,2
955,22.2,33.5,3.075,991,-70,9,3
956,22.2,33.4,3.071,992,-71,9,2
957,22.2,32.5,3.075,993,-62,10,2
958,22.1,32.3,3.075,994,-62,9,2
959,22.1,32.4,3.075,995,-74,9,2
960,22.1,32.4,3.075,996,-68,10,3
961,22.1,32.8,3.075,997,-70,9,3
962,22.0,31.7,3.075,998,-62,10,3
963,22.1,31.9,3.075,999,-69,10,2
964,22.0,31.9,3.075,1000,-79,10,2
965,22.0,31.8,3.075,1001,-63,9,3
966,22.0,31.4,3.075,1002,-69,10,3
967,21.8,30.6,3.075,1003,-69,10,3
968,21.4,29.4,3.075,1004,-62,10,2
969,21.3,29.3,3.075,1005,-63,10,3
970,21.4,30.0,3.075,1006,-76,9,3
971,21.6,31.2,3.075,1007,-63,10,2
972,21.8,33.6,3.075,1008,-80,8,2
973,21.9,34.1,3.075,1009,-64,9,2
974,22.0,34.7,3.075,1010,-78,8,2
975,22.0,35.1,3.075,1011,-64,9,2
976,22.1,35.8,3.075,1012,-64,9,2
977,22.1,36.0,3.075,1013,-64,9,2
978,22.2,36.3,3.075,1014,-64,9,2
979,22.2,36.6,3.075,1016,-65,9,3
980,22.2,36.7,3.075,1017,-83,9,1
981,22.3,36.8,3.075,1018,-64,10,2
982,22.3,36.9,3.075,1019,-68,10,2
983,22.3,37.0,3.075,1020,-83,9,1
984,22.3,37.0,3.075,1021,-69,10,3
985,22.4,37.0,3.075,1022,-65,9,2
986,22.3,37.1,3.075,1023,-64,9,1
987,22.4,37.2,3.075,1024,-64,10,1
988,22.4,37.3,3.075,1025,-80,9,1
989,22.4,37.3,3.075,1026,-84,9,3
990,22.4,37.6,3.075,1027,-79,9,1
991,22.5,39.2,3.075,1028,-64,9,2
992,22.5,39.9,3.075,1029,-83,9,2
993,22.5,40.2,3.075,1030,-82,9,1
994,22.5,40.6,3.075,1031,-68,10,2
995,22.6,40.7,3.075,1032,-65,10,1
996,22.6,41.0,3.075,1033,-64,9,2
997,22.6,41.0,3.071,1034,-63,9,2
998,22.6,40.5,3.075,1035,-63,10,1
999,22.6,40.4,3.075,1036,-69,9,3
1000,22.7,40.2,3.075,1037,-78,8,1
1001,22.7,40.2,3.075,1038,-80,9,1
1002,22.6,40.1,3.075,1039,-82,9,1
1003,22.7,40.2,3.075,1040,-80,9,1
1004,22.7,40.3,3.075,1041,-83,8,2
1005,22.7,40.6,3.071,1042,-79,9,1
1006,22.7,40.6,3.075,1043,-76,9,1
1007,22.7,40.5,3.075,1044,-63,9,3
1008,22.7,40.5,3.075,1045,-75,9,2
1009,22.7,40.4,3.075,1046,-65,9,3
1010,22.7,40.4,3.075,1047,-64,9,2
1011,22.7,40.5,3.075,1048,-81,8,2
1012,22.7,40.5,3.071,1049,-69,9,2
1013,22.7,40.5,3.075,1050,-63,10,2
1014,22.7,40.5,3.075,1051,-63,10,1
1015,22.7,40.5,3.075,1052,-83,8,2
1016,22.7,40.5,3.075,1053,-78,9,1
1017,22.8,40.7,3.075,1054,-75,9,3
1018,22.8,41.7,3.071,1055,-63,9,3
1019,22.8,41.4,3.075,1056,-63,10,3
1020,22.8,41.9,3.075,1057,-63,10,3
1021,22.8,43.0,3.071,1058,-62,9,3
1022,22.8,42.2,3.071,1059,-69,10,3
1023,22.8,41.9,3.075,1060,-62,9,3
1024,22.8,41.8,3.075,1061,-70,10,3
1025,22.8,41.6,3.075,1062,-69,10,3
1026,22.8,41.5,3.075,1063,-63,10,3
1027,22.8,41.5,3.075,1064,-76,9,2
1028,22.8,41.4,3.071,1065,-63,10,2
1029,22.8,41.3,3.075,1066,-71,9,3
1030,22.8,41.2,3.075,1067,-76,9,2
1031,22.8,41.2,3.075,1068,-68,10,3
1032,22.8,41.1,3.075,1069,-68,10,3
1033,22.8,41.0,3.071,1070,-64,10,3
1034,22.8,41.0,3.075,1071,-78,9,2
1035,22.8,41.0,3.071,1072,-63,10,3
1036,22.8,41.0,3.075,1073,-64,10,3
1037,22.8,41.0,3.075,1074,-69,9,3
1038,22.8,41.0,3.075,1075,-64,9,3
1039,22.8,41.1,3.071,1076,-65,9,1
1040,22.9,41.2,3.075,1077,-79,8,3
1041,22.8,41.3,3.075,1078,-69,9,2
1042,22.9,41.3,3.071,1079,-70,9,3
1043,22.9,41.4,3.075,1080,-64,9,3
1044,22.9,41.5,3.075,1081,-64,9,2
1045,22.9,41.5,3.075,1082,-65,9,2
1046,22.9,41.6,3.075,1083,-72,10,2
1047,22.9,41.6,3.075,1084,-64,9,3
1048,22.9,41.5,3.075,1085,-64,9,3
1049,22.9,41.6,3.075,1086,-64,9,2
1050,22.9,41.6,3.071,1087,-64,10,2
1051,22.9,41.6,3.075,1088,-81,9,2
1052,22.9,41.6,3.075,1089,-63,10,3
1053,22.9,41.7,3.075,1090,-64,9,2
1054,22.9,41.6,3.075,1091,-62,10,2
1055,22.9,41.5,3.071,1092,-65,9,2
1056,22.9,41.5,3.071,1093,-74,8,1
1057,22.9,41.4,3.075,1094,-74,10,3
1058,22.9,41.4,3.075,1095,-71,9,2
1059,22.9,41.4,3.075,1096,-79,9,2
1060,22.9,41.4,3.075,1097,-66,9,3
1061,22.9,41.6,3.075,1098,-80,9,1
1062,22.9,41.6,3.075,1099,-65,9,3
1063,22.9,41.7,3.075,1100,-76,9,2
1064,22.9,41.7,3.075,1101,-80,9,1
1065,22.9,41.7,3.075,1102,-63,11,3
1066,23.0,41.7,3.071,1103,-82,11,1
1067,23.0,41.7,3.071,1104,-63,10,3
1068,23.0,41.8,3.075,1105,-74,8,1
1069,23.0,41.8,3.071,1106,-74,9,1
1070,23.0,41.8,3.071,1107,-63,9,3
1071,23.0,41.8,3.075,1108,-81,9,1
1072,23.0,41.9,3.075,1109,-63,10,3
1073,23.0,41.8,3.075,1110,-81,9,1
1074,23.0,41.9,3.075,1111,-75,9,1
1075,23.0,41.9,3.075,1112,-81,8,2
1076,23.0,41.9,3.075,1113,-82,9,1
1077,23.0,41.9,3.075,1114,-83,9,2
1078,23.0,42.0,3.075,1115,-80,9,1
1079,23.0,42.0,3.071,1116,-77,9,1
1080,23.0,42.0,3.075,1117,-82,9,2
1081,23.0,42.0,3.075,1118,-76,9,1
1082,23.0,42.0,3.075,1119,-64,9,3
1083,23.0,42.0,3.071,1120,-82,9,1
1084,23.0,42.1,3.075,1122,-75,9,1
1085,23.0,42.1,3.075,1123,-81,9,1
1086,23.0,42.2,3.075,1124,-71,10,2
1087,23.0,42.2,3.075,1125,-78,9,1
1088,23.0,42.2,3.075,1126,-81,9,1
1089,23.0,42.2,3.075,1127,-74,9,1
1090,23.0,42.2,3.071,1129,-76,9,2
1091,23.0,42.3,3.075,1130,-63,9,2
1092,23.0,42.3,3.075,1131,-65,9,2
1093,23.0,42.3,3.071,1132,-70,9,3
1094,23.0,42.3,3.071,1133,-65,9,3
1095,23.1,42.3,3.075,1134,-66,9,3
1096,23.0,42.3,3.075,1135,-65,9,3
1097,23.0,42.3,3.075,1136,-65,9,3
1098,23.0,42.4,3.075,1137,-65,9,3
1099,23.0,42.4,3.071,1138,-65,9,3
1100,23.0,42.5,3.075,1139,-65,9,3
1101,23.0,42.5,3.075,1140,-64,9,3
1102,23.0,42.4,3.075,1141,-65,9,3
1103,23.0,42.4,3.075,1142,-71,9,2
1104,23.0,42.4,3.071,1143,-71,9,3
1105,23.1,42.4,3.075,1144,-64,10,3
1106,23.1,42.5,3.075,1145,-62,10,3
1107,23.1,42.4,3.075,1146,-64,9,3
1108,23.1,42.4,3.075,1147,-71,9,3
1109,23.1,42.4,3.075,1148,-64,10,2
1110,23.1,42.4,3.075,1149,-64,9,3
1111,23.1,42.5,3.075,1150,-78,9,3
1112,23.0,42.5,3.075,1151,-65,9,3
1113,23.1,42.5,3.075,1152,-77,9,3
1114,23.1,42.5,3.071,1153,-64,9,2
1115,23.1,42.5,3.075,1154,-64,10,2
1116,23.1,42.5,3.075,1155,-64,9,3
1117,23.1,42.6,3.075,1156,-64,10,2
1118,23.1,42.5,3.075,1157,-64,9,3
1119,23.1,42.6,3.071,1158,-63,10,2
1120,23.1,42.6,3.071,1159,-74,9,2
1121,23.0,42.6,3.075,1160,-77,9,3
1122,23.1,42.6,3.075,1161,-64,9,3
1123,23.1,42.6,3.075,1162,-65,10,3
1124,23.1,42.6,3.071,1163,-64,9,1
1125,23.1,42.6,3.071,1164,-81,9,1
1126,23.1,42.6,3.075,1165,-78,9,3
1127,23.1,42.5,3.075,1166,-69,10,3
1128,23.1,42.5,3.075,1167,-64,10,3
1129,23.1,42.6,3.075,1168,-63,11,2
1130,23.1,42.6,3.075,1169,-74,9,1
1131,23.1,42.6,3.075,1170,-69,9,2
1132,23.1,42.8,3.075,1171,-67,9,2
1133,23.1,42.9,3.075,1172,-61,9,3
1134,23.1,43.1,3.071,1173,-61,9,2
1135,23.1,43.1,3.075,1174,-78,8,1
1136,23.1,43.2,3.075,1175,-62,9,3
1137,23.1,43.1,3.075,1176,-77,9,1
1138,23.1,43.1,3.075,1177,-74,9,3
1139,23.1,42.9,3.071,1178,-62,9,2
1140,23.1,43.0,3.071,1179,-74,10,1
1141,23.1,43.0,3.075,1180,-68,9,3
1142,23.1,43.0,3.071,1181,-79,9,1
1143,23.1,43.1,3.075,1182,-63,9,3
1144,23.1,43.1,3.071,1183,-69,9,2
1145,23.1,43.1,3.075,1184,-72,9,1
1146,23.1,43.1,3.075,1185,-63,9,3
1147,23.1,43.1,3.075,1186,-72,9,1
1148,23.1,43.1,3.071,1187,-62,9,3
1149,23.1,43.2,3.075,1188,-61,9,2
1150,23.1,43.1,3.075,1189,-76,8,1
1151,22.9,42.1,3.075,1190,-62,9,3
1152,22.5,41.1,3.075,1191,-79,10,1
1153,22.3,43.9,3.075,1192,-79,9,2
1154,22.1,43.6,3.075,1194,-74,9,1
1155,21.9,45.1,3.075,1195,-68,10,2
1156,21.7,43.4,3.071,1196,-80,8,1
1157,21.6,46.0,3.075,1197,-62,9,2
1158,21.4,44.3,3.075,1198,-73,9,1
1159,21.5,46.1,3.075,1199,-78,9,1
1160,21.3,45.8,3.075,1200,-69,10,2
1161,21.3,45.1,3.075,1201,-78,9,1
1162,21.2,46.8,3.075,1202,-62,9,2
1163,21.1,44.7,3.075,1203,-80,7,1
1164,21.1,47.1,3.075,1204,-62,10,1
1165,20.9,45.3,3.075,1205,-76,9,2
1166,21.1,47.1,3.075,1206,-79,9,1
1167,20.9,45.0,3.075,1207,-74,9,1
1168,20.9,47.4,3.075,1208,-62,9,1
1169,20.9,45.0,3.075,1209,-77,9,2
1170,20.9,47.4,3.075,1210,-61,9,2
1171,20.7,45.7,3.075,1211,-82,8,2
1172,20.9,47.4,3.075,1212,-63,9,2
1173,20.8,45.2,3.075,1213,-71,9,2
1174,20.9,47.7,3.075,1214,-78,8,2
1175,20.7,45.7,3.075,1215,-80,9,2
1176,20.8,47.5,3.075,1216,-63,10,3
1177,20.8,45.2,3.075,1217,-69,9,3
1178,20.8,47.3,3.075,1218,-81,9,3
1179,20.7,46.2,3.075,1219,-64,9,3
1180,20.8,47.4,3.075,1220,-61,9,3
1181,20.7,45.7,3.075,1221,-70,9,3
1182,20.7,46.9,3.075,1222,-62,10,3
1183,20.6,46.9,3.075,1223,-73,9,3
1184,20.7,47.4,3.075,1224,-78,9,3
1185,20.6,45.7,3.075,1225,-77,9,3
1186,20.7,47.6,3.075,1226,-62,9,3
1187,20.6,45.1,3.075,1227,-69,9,3
1188,20.6,47.6,3.075,1228,-61,10,3
1189,20.6,45.4,3.075,1229,-79,9,3
